event,pid,condition,pilot,agreed
rating,2784c4ce-9100-4a02-a3b0-57ccf8452987,guided,0,,,,,,180899,Siesta (1987),4.0,4643,100.0,0.018,"[""Star Wars: Episode IV - A New Hope (1977)"", ""Star Wars: Episode V - The Empire Strikes Back (1980)"", ""Star Wars: Episode VI - Return of the Jedi (1983)"", ""Lord of the Rings: The Fellowship of the Ring, The (2001)"", ""Lord of the Rings: The Two Towers, The (2002)""]","[""Star Wars: Episode IV - A New Hope (1977)"", ""Matrix, The (1999)"", ""Star Wars: Episode V - The Empire Strikes Back (1980)"", ""Star Wars: Episode VI - Return of the Jedi (1983)"", ""Terminator 2: Judgment Day (1991)""]"
rating,2784c4ce-9100-4a02-a3b0-57ccf8452987,guided,0,,,,,,218845,Sally (2000),4.5,4319,100.0,0.003,"[""Star Wars: Episode IV - A New Hope (1977)"", ""Matrix, The (1999)"", ""Star Wars: Episode V - The Empire Strikes Back (1980)"", ""Star Wars: Episode VI - Return of the Jedi (1983)"", ""Terminator 2: Judgment Day (1991)""]","[""Star Wars: Episode IV - A New Hope (1977)"", ""Star Wars: Episode V - The Empire Strikes Back (1980)"", ""Matrix, The (1999)"", ""Star Wars: Episode VI - Return of the Jedi (1983)"", ""Lord of the Rings: The Fellowship of the Ring, The (2001)""]"
consent,2784c4ce-9100-4a02-a3b0-57ccf8452987,guided,0,1,,,,,,,,,,,,
pre,2784c4ce-9100-4a02-a3b0-57ccf8452987,guided,0,,1,3,5,,,,,,,,,
rating,2784c4ce-9100-4a02-a3b0-57ccf8452987,guided,0,,,,,,267262,Far From the Tree (2021),3.0,4244,0.0,0.035,[],"[""Spirited Away (Sen to Chihiro no kamikakushi) (2001)"", ""Princess Mononoke (Mononoke-hime) (1997)"", ""Shawshank Redemption, The (1994)"", ""My Neighbor Totoro (Tonari no Totoro) (1988)"", ""Mulan (1998)""]"
rating,2784c4ce-9100-4a02-a3b0-57ccf8452987,guided,0,,,,,,289895,My Mother Dreams the Satan's Disciples in New York (1998),4.5,6695,100.0,0.002,"[""Spirited Away (Sen to Chihiro no kamikakushi) (2001)"", ""Princess Mononoke (Mononoke-hime) (1997)"", ""Shawshank Redemption, The (1994)"", ""My Neighbor Totoro (Tonari no Totoro) (1988)"", ""Mulan (1998)""]","[""Spirited Away (Sen to Chihiro no kamikakushi) (2001)"", ""Princess Mononoke (Mononoke-hime) (1997)"", ""Shawshank Redemption, The (1994)"", ""My Neighbor Totoro (Tonari no Totoro) (1988)"", ""Toy Story 2 (1999)""]"
consent,2784c4ce-9100-4a02-a3b0-57ccf8452987,guided,0,1,,,,,,,,,,,,
pre,2784c4ce-9100-4a02-a3b0-57ccf8452987,guided,0,,1,3,5,,,,,,,,,
rating,2784c4ce-9100-4a02-a3b0-57ccf8452987,guided,0,,,,,,279170,Jogi (2022),4.5,25335,0.0,0.003,[],"[""Godfather, The (1972)"", ""Godfather: Part II, The (1974)"", ""Shawshank Redemption, The (1994)"", ""Schindler's List (1993)"", ""Usual Suspects, The (1995)""]"
rating,2784c4ce-9100-4a02-a3b0-57ccf8452987,guided,0,,,,,,119312,Don't Go In the Woods (1981),4.0,10161,100.0,0.021,"[""Godfather, The (1972)"", ""Godfather: Part II, The (1974)"", ""Shawshank Redemption, The (1994)"", ""Schindler's List (1993)"", ""Usual Suspects, The (1995)""]","[""Silence of the Lambs, The (1991)"", ""Halloween (1978)"", ""Exorcist, The (1973)"", ""Nightmare on Elm Street, A (1984)"", ""Star Wars: Episode IV - A New Hope (1977)""]"
consent,2784c4ce-9100-4a02-a3b0-57ccf8452987,guided,0,1,,,,,,,,,,,,
pre,2784c4ce-9100-4a02-a3b0-57ccf8452987,guided,0,,1,3,5,,,,,,,,,
rating,2784c4ce-9100-4a02-a3b0-57ccf8452987,guided,0,,,,,,154504,Ellis in Glamourland (2004),3.0,8635,0.0,0.004,[],"[""Inside Out (2015)"", ""Amelie (Fabuleux destin d'Am\u00e9lie Poulain, Le) (2001)"", ""Tangled (2010)"", ""Despicable Me (2010)"", ""Frozen (2013)""]"
rating,2784c4ce-9100-4a02-a3b0-57ccf8452987,guided,0,,,,,,208199,Rufus (2013),4.5,5364,100.0,0.004,"[""Inside Out (2015)"", ""Amelie (Fabuleux destin d'Am\u00e9lie Poulain, Le) (2001)"", ""Tangled (2010)"", ""Despicable Me (2010)"", ""Frozen (2013)""]","[""Godfather, The (1972)"", ""Avengers: Infinity War - Part I (2018)"", ""Godfather: Part II, The (1974)"", ""Thor: Ragnarok (2017)"", ""Avengers: Infinity War - Part II (2019)""]"
consent,0cdb2ad3-2666-478b-a305-a3c8001633d6,control,0,1,,,,,,,,,,,,
pre,0cdb2ad3-2666-478b-a305-a3c8001633d6,control,0,,1,3,4,,,,,,,,,
rating,0cdb2ad3-2666-478b-a305-a3c8001633d6,control,0,,,,,,178347,"Alfredo, Alfredo (1972)",3.5,6710,0.0,0.023,[],"[""Star Wars: Episode IV - A New Hope (1977)"", ""Matrix, The (1999)"", ""Star Wars: Episode V - The Empire Strikes Back (1980)"", ""Star Wars: Episode VI - Return of the Jedi (1983)"", ""Jurassic Park (1993)""]"
rating,0cdb2ad3-2666-478b-a305-a3c8001633d6,control,0,,,,,,178347,"Alfredo, Alfredo (1972)",3.5,12885,100.0,0.007,"[""Star Wars: Episode IV - A New Hope (1977)"", ""Matrix, The (1999)"", ""Star Wars: Episode V - The Empire Strikes Back (1980)"", ""Star Wars: Episode VI - Return of the Jedi (1983)"", ""Jurassic Park (1993)""]","[""Star Wars: Episode IV - A New Hope (1977)"", ""Matrix, The (1999)"", ""Star Wars: Episode V - The Empire Strikes Back (1980)"", ""Star Wars: Episode VI - Return of the Jedi (1983)"", ""Jurassic Park (1993)""]"
rating,0cdb2ad3-2666-478b-a305-a3c8001633d6,control,0,,,,,,112473,Stuart: A Life Backward (2007),4.0,5599,100.0,0.084,"[""Star Wars: Episode IV - A New Hope (1977)"", ""Matrix, The (1999)"", ""Star Wars: Episode V - The Empire Strikes Back (1980)"", ""Star Wars: Episode VI - Return of the Jedi (1983)"", ""Jurassic Park (1993)""]","[""Schindler's List (1993)"", ""Parasite (2019)"", ""Star Wars: Episode IV - A New Hope (1977)"", ""Amelie (Fabuleux destin d'Am\u00e9lie Poulain, Le) (2001)"", ""Her (2013)""]"
consent,0cdb2ad3-2666-478b-a305-a3c8001633d6,control,0,1,,,,,,,,,,,,
pre,0cdb2ad3-2666-478b-a305-a3c8001633d6,control,0,,1,3,5,,,,,,,,,
rating,0cdb2ad3-2666-478b-a305-a3c8001633d6,control,0,,,,,,283751,Re/Member (2022),3.0,5311,0.0,0.014,[],"[""Silence of the Lambs, The (1991)"", ""Get Out (2017)"", ""Star Wars: Episode IV - A New Hope (1977)"", ""Star Wars: Episode V - The Empire Strikes Back (1980)"", ""Shining, The (1980)""]"
rating,0cdb2ad3-2666-478b-a305-a3c8001633d6,control,0,,,,,,6735,"Rose, The (1979)",4.5,5698,100.0,0.322,"[""Silence of the Lambs, The (1991)"", ""Get Out (2017)"", ""Star Wars: Episode IV - A New Hope (1977)"", ""Star Wars: Episode V - The Empire Strikes Back (1980)"", ""Shining, The (1980)""]","[""Lord of the Rings: The Return of the King, The (2003)"", ""Lord of the Rings: The Fellowship of the Ring, The (2001)"", ""Lord of the Rings: The Two Towers, The (2002)"", ""Dark Knight, The (2008)"", ""Inception (2010)""]"
consent,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,1,,,,,,,,,,,,
pre,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,,1,3,5,,,,,,,,,
rating,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,,,,,,165203,Passionate (1974),3.0,54318,0.0,0.016,[],"[""Star Wars: Episode IV - A New Hope (1977)"", ""Matrix, The (1999)"", ""Terminator 2: Judgment Day (1991)"", ""Jurassic Park (1993)"", ""Star Wars: Episode VI - Return of the Jedi (1983)""]"
consent,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,0,,,,,,,,,,,,
consent,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,0,,,,,,,,,,,,
consent,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,0,,,,,,,,,,,,
consent,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,1,,,,,,,,,,,,
consent,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,1,,,,,,,,,,,,
consent,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,1,,,,,,,,,,,,
consent,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,1,,,,,,,,,,,,
consent,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,1,,,,,,,,,,,,
pre,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,,1,3,5,,,,,,,,,
rating,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,,,,,,150802,Tears on the Lion's Mane (1962),3.0,20434,0.0,0.017,[],"[""Matrix, The (1999)"", ""Star Wars: Episode IV - A New Hope (1977)"", ""Jurassic Park (1993)"", ""Star Wars: Episode VI - Return of the Jedi (1983)"", ""Lord of the Rings: The Fellowship of the Ring, The (2001)""]"
rating,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,,,,,,272419,Radioman (2012),3.0,18475,100.0,0.002,"[""Matrix, The (1999)"", ""Star Wars: Episode IV - A New Hope (1977)"", ""Jurassic Park (1993)"", ""Star Wars: Episode VI - Return of the Jedi (1983)"", ""Lord of the Rings: The Fellowship of the Ring, The (2001)""]","[""Matrix, The (1999)"", ""Star Wars: Episode IV - A New Hope (1977)"", ""Lord of the Rings: The Fellowship of the Ring, The (2001)"", ""Star Wars: Episode V - The Empire Strikes Back (1980)"", ""Lord of the Rings: The Return of the King, The (2003)""]"
rating,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,,,,,,183497,The Polka King (2018),4.5,16155,100.0,0.107,"[""Matrix, The (1999)"", ""Star Wars: Episode IV - A New Hope (1977)"", ""Lord of the Rings: The Fellowship of the Ring, The (2001)"", ""Jurassic Park (1993)"", ""Star Wars: Episode V - The Empire Strikes Back (1980)""]","[""Star Wars: Episode IV - A New Hope (1977)"", ""Star Wars: Episode V - The Empire Strikes Back (1980)"", ""Star Wars: Episode VI - Return of the Jedi (1983)"", ""Princess Bride, The (1987)"", ""Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)""]"
pre,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,,1,3,5,,,,,,,,,
rating,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,,,,,,234083,Pause (2020),3.0,12313,0.0,0.005,[],"[""Star Wars: Episode IV - A New Hope (1977)"", ""Star Wars: Episode VI - Return of the Jedi (1983)"", ""Star Wars: Episode V - The Empire Strikes Back (1980)"", ""Jurassic Park (1993)"", ""Terminator 2: Judgment Day (1991)""]"
rating,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,,,,,,162396,Skiptrace (2016),4.0,11804,100.0,0.156,"[""Star Wars: Episode IV - A New Hope (1977)"", ""Star Wars: Episode VI - Return of the Jedi (1983)"", ""Star Wars: Episode V - The Empire Strikes Back (1980)"", ""Jurassic Park (1993)"", ""Terminator 2: Judgment Day (1991)""]","[""Usual Suspects, The (1995)"", ""Godfather, The (1972)"", ""Pulp Fiction (1994)"", ""Shawshank Redemption, The (1994)"", ""Godfather: Part II, The (1974)""]"
rating,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,,,,,,88423,3 Backyards (2010),4.0,176982,100.0,0.029,"[""Usual Suspects, The (1995)"", ""Godfather, The (1972)"", ""Pulp Fiction (1994)"", ""Shawshank Redemption, The (1994)"", ""Godfather: Part II, The (1974)""]","[""Shawshank Redemption, The (1994)"", ""Usual Suspects, The (1995)"", ""Star Wars: Episode V - The Empire Strikes Back (1980)"", ""Star Wars: Episode IV - A New Hope (1977)"", ""Godfather, The (1972)""]"
rating,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,,,,,,289741,Saw X (2023),4.0,14353,100.0,0.024,"[""Usual Suspects, The (1995)"", ""Shawshank Redemption, The (1994)"", ""Godfather, The (1972)"", ""Star Wars: Episode V - The Empire Strikes Back (1980)"", ""Star Wars: Episode IV - A New Hope (1977)""]","[""Shawshank Redemption, The (1994)"", ""Usual Suspects, The (1995)"", ""Star Wars: Episode V - The Empire Strikes Back (1980)"", ""Star Wars: Episode IV - A New Hope (1977)"", ""Godfather, The (1972)""]"
rating,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,,,,,,148735,Many Wars Ago (1971),4.0,336448,100.0,0.032,"[""Shawshank Redemption, The (1994)"", ""Usual Suspects, The (1995)"", ""Star Wars: Episode V - The Empire Strikes Back (1980)"", ""Star Wars: Episode IV - A New Hope (1977)"", ""Godfather, The (1972)""]","[""Star Wars: Episode IV - A New Hope (1977)"", ""Star Wars: Episode V - The Empire Strikes Back (1980)"", ""Shawshank Redemption, The (1994)"", ""Godfather, The (1972)"", ""Usual Suspects, The (1995)""]"
rating,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,,,,,,71135,Pandorum (2009),4.0,11064,0.0,2.237,[],"[""Alien (1979)"", ""Aliens (1986)"", ""28 Days Later (2002)"", ""District 9 (2009)"", ""Silence of the Lambs, The (1991)""]"
rating,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,,,,,,166524,Hello Ghost (2010),3.5,20752,100.0,0.019,"[""Alien (1979)"", ""Aliens (1986)"", ""28 Days Later (2002)"", ""District 9 (2009)"", ""Silence of the Lambs, The (1991)""]","[""Alien (1979)"", ""Aliens (1986)"", ""28 Days Later (2002)"", ""District 9 (2009)"", ""Silence of the Lambs, The (1991)""]"
consent,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,1,,,,,,,,,,,,
pre,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,,1,3,5,,,,,,,,,
rating,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,,,,,,183741,Aruvi (2017),3.0,11160,0.0,0.009,[],"[""Parasite (2019)"", ""Avengers: Infinity War - Part I (2018)"", ""Spider-Man: Into the Spider-Verse (2018)"", ""Knives Out (2019)"", ""Avengers: Infinity War - Part II (2019)""]"
rating,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,,,,,,261907,A Man's Land (1932),4.5,22690,100.0,0.001,"[""Parasite (2019)"", ""Avengers: Infinity War - Part I (2018)"", ""Spider-Man: Into the Spider-Verse (2018)"", ""Knives Out (2019)"", ""Avengers: Infinity War - Part II (2019)""]","[""Parasite (2019)"", ""Avengers: Infinity War - Part I (2018)"", ""Joker (2019)"", ""Spider-Man: Into the Spider-Verse (2018)"", ""Avengers: Infinity War - Part II (2019)""]"
consent,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,1,,,,,,,,,,,,
pre,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,,1,3,5,,,,,,,,,
rating,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,,,,,,122092,Guy X (2005),3.0,29789,0.0,0.015,[],"[""Star Wars: Episode IV - A New Hope (1977)"", ""Star Wars: Episode V - The Empire Strikes Back (1980)"", ""Matrix, The (1999)"", ""Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"", ""Shawshank Redemption, The (1994)""]"
rating,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,,,,,,287453,Anna Nicole Smith: You Don't Know Me (2023),4.5,25419,100.0,0.005,"[""Star Wars: Episode IV - A New Hope (1977)"", ""Star Wars: Episode V - The Empire Strikes Back (1980)"", ""Matrix, The (1999)"", ""Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"", ""Shawshank Redemption, The (1994)""]","[""Star Wars: Episode IV - A New Hope (1977)"", ""Star Wars: Episode V - The Empire Strikes Back (1980)"", ""Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"", ""Star Wars: Episode VI - Return of the Jedi (1983)"", ""Shawshank Redemption, The (1994)""]"
